,Country,Job Title,Rural,Quantity,Percentage
527,DE,Voice and Data Technician,Urban,2,4%
528,DE,Database Developer,Urban,2,4%
529,DE,Clinical Data Manager,Rural,1,2%
530,DE,Data Processing Services Sales Representative,Rural,1,2%
531,DE,Data Processing Services Sales Representative,Urban,3,5%
532,DE,Log Data Technician,Urban,3,5%
533,DE,Field Traffic Data Technician,Urban,2,4%
534,DE,Computer or Data Processing Systems Consultant,Rural,5,9%
535,DE,Computer or Data Processing Systems Consultant,Urban,7,12%
536,DE,Data Transcriber,Rural,3,5%
537,DK,Data Keyer,Rural,1,2%
538,DK,Data Coordinator,Urban,2,4%
539,DK,Database Tester,Urban,2,4%
540,DK,Electronic Data Interchange System Developer (EDI System Developer),Urban,2,4%
541,DK,Database Engineer,Rural,1,2%
542,DK,Data Storage Specialist,Urban,2,4%
543,DK,Data Warehousing Specialist,Rural,1,2%
544,DK,Database Development and Administration Project Manager,Urban,2,4%
545,DK,Data Warehouse Analyst,Rural,1,2%
546,DK,Database Management System Specialist (DBMS Specialist),Rural,1,2%
547,DK,Database Management System Specialist (DBMS Specialist),Urban,1,2%
548,DK,Database Modeler,Urban,1,2%
549,DK,Survey Data Technician,Rural,1,2%
550,DK,Survey Data Technician,Urban,1,2%
551,DK,Data Base Design Analyst,Urban,1,2%
552,DK,Database Designer,Urban,1,2%
553,DK,Database Administration Associate,Urban,1,2%
554,DK,Database Specialist,Urban,3,5%
555,DK,Health Data Analyst,Urban,1,2%
556,DK,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,2%
557,DK,Data Management Information Technology Specialist,Urban,1,2%
558,DK,Data Officer,Rural,1,2%
559,DK,Data Officer,Urban,3,5%
560,DK,Data Typist,Urban,1,2%
561,DK,Data Warehouse Architect,Rural,1,2%
562,DK,Data Warehouse Architect,Urban,1,2%
563,DK,Data Warehouse Specialist,Rural,1,2%
564,DK,Medical Data Analyst,Urban,1,2%
565,DK,Database Coordinator,Rural,1,2%
566,DK,Database Coordinator,Urban,1,2%
567,DK,Data Systems Manager,Urban,1,2%
568,DK,Data Warehouse Developer,Urban,1,2%
569,DK,Automatic Data Processing Planner,Rural,1,2%
570,DK,Automatic Data Processing Planner,Urban,1,2%
571,DK,Data Processing Consultant,Urban,2,4%
572,DK,Data Communications Software Consultant,Rural,1,2%
573,DK,Data Communications Software Consultant,Urban,3,5%
574,DK,Data Scientist,Urban,1,2%
575,DK,Data Operations Director,Urban,1,2%
576,DK,Electronic Data Processing Auditor (EDP Auditor),Urban,1,2%
577,DK,Internet Database Specialist,Rural,1,2%
578,DK,Automatic Data Processing Planner (ADP Planner),Urban,2,4%
579,DK,Data Processing Manager,Urban,1,2%
580,DK,Data Processing Auditor,Urban,1,2%
581,DK,Oracle Database Administrator (Oracle DBA),Urban,3,5%
582,DK,Data Manager,Urban,1,2%
583,DK,Data Architect,Rural,1,2%
584,DK,SQL Database Administrator,Urban,1,2%
585,DK,Director of Data Operations,Urban,1,2%
586,DK,Database Consultant,Urban,1,2%
587,DK,Database Security Expert,Rural,1,2%
588,DK,Database Security Expert,Urban,1,2%
589,DK,Databases Computer Consultant,Urban,1,2%
590,DK,Clinical Data Manager,Rural,1,2%
591,DK,Field Traffic Data Technician,Urban,1,2%
592,DK,Data Transcriber,Urban,1,2%
593,EE,Database Administration Manager,Urban,1,2%
594,EE,Data Entry Supervisor,Urban,1,2%
595,EE,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,2%
596,EE,Data Collection Technician,Urban,1,2%
597,EE,Data Base Design Analyst,Urban,1,2%
598,EE,Data Management Information Technology Specialist,Urban,1,2%
599,EE,Data Operations Director,Urban,1,2%
600,EE,Database Manager,Urban,1,2%
601,EE,Data Processing Supervisor,Urban,1,2%
602,EE,Director of Data Operations,Urban,1,2%
603,ES,Data Reduction Technician,Urban,4,7%
604,ES,Data Processing Equipment Repairer,Rural,1,2%
605,ES,Data Processing Equipment Repairer,Urban,3,5%
606,ES,Data Keyer,Urban,1,2%
607,ES,Marketing Database Analyst,Rural,1,2%
608,ES,Data Coordinator,Rural,1,2%
609,ES,Data Coordinator,Urban,9,16%
610,ES,Data Conversion Operator,Urban,1,2%
611,ES,Data Communications Technician,Urban,2,4%
612,ES,Database Marketing Analyst,Rural,2,4%
613,ES,Database Marketing Analyst,Urban,4,7%
614,ES,Naval Tactical Data System--Combat Information Center Officer,Urban,3,5%
615,ES,Database Administration Project Manager,Urban,2,4%
616,ES,Database Security Administrator,Rural,1,2%
617,ES,Database Security Administrator,Urban,7,12%
618,ES,Flight Data Technician,Urban,1,2%
619,ES,Database Tester,Rural,1,2%
620,ES,Database Tester,Urban,2,4%
621,ES,Weight in Motion Field Data Collection Technician,Urban,4,7%
622,ES,Clinical Data Specialist,Urban,1,2%
623,ES,Electronic Data Interchange System Developer (EDI System Developer),Urban,9,16%
624,ES,Data Administrator,Urban,2,4%
625,ES,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,2%
626,ES,Data Processing Auxiliary Equipment Operator,Urban,2,4%
627,ES,Database Engineer,Rural,1,2%
628,ES,Database Engineer,Urban,10,18%
629,ES,Data Storage Specialist,Rural,1,2%
630,ES,Data Storage Specialist,Urban,4,7%
631,ES,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,2%
632,ES,Database Administration Manager,Rural,3,5%
633,ES,Database Administration Manager,Urban,5,9%
634,ES,Data Management Associate,Rural,1,2%
635,ES,Data Management Associate,Urban,9,16%
636,ES,Data Modeling Specialist,Rural,2,4%
637,ES,Data Modeling Specialist,Urban,7,12%
638,ES,Maintenance Data Analyst,Urban,1,2%
639,ES,Data Entry Specialist,Rural,1,2%
640,ES,Database Software Technician,Rural,2,4%
641,ES,Database Software Technician,Urban,6,11%
642,ES,Crime Data Specialist,Urban,1,2%
643,ES,Data Collector,Rural,1,2%
644,ES,Head of Information Systems and Data Processing,Rural,2,4%
645,ES,Head of Information Systems and Data Processing,Urban,6,11%
646,ES,Data Entry Supervisor,Urban,1,2%
647,ES,Data Warehousing Engineer,Rural,1,2%
648,ES,Data Warehousing Engineer,Urban,4,7%
649,ES,Data Warehousing Specialist,Urban,3,5%
650,ES,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,5,9%
651,ES,Database Development and Administration Project Manager,Rural,2,4%
652,ES,Database Development and Administration Project Manager,Urban,11,19%
653,ES,Data Warehouse Analyst,Rural,1,2%
654,ES,Data Warehouse Analyst,Urban,7,12%
655,ES,Field Artillery Automated Tactical Data System Specialist,Urban,2,4%
656,ES,Data Input Clerk,Urban,1,2%
657,ES,Database Management System Specialist (DBMS Specialist),Rural,3,5%
658,ES,Database Management System Specialist (DBMS Specialist),Urban,10,18%
659,ES,Data Recovery Planner,Rural,1,2%
660,ES,Data Recovery Planner,Urban,1,2%
661,ES,Database Modeler,Rural,1,2%
662,ES,Database Modeler,Urban,1,2%
663,ES,Survey Data Technician,Urban,1,2%
664,ES,Data Base Design Analyst,Urban,6,11%
665,ES,Flight Test Data Acquisition Technician,Urban,3,5%
666,ES,Clinical Data Associate,Urban,2,4%
667,ES,Data Reviewer,Urban,1,2%
668,ES,Data Analysis Assistant,Urban,1,2%
669,ES,Database Designer,Rural,3,5%
670,ES,Database Designer,Urban,2,4%
671,ES,Data Processing Mechanic,Urban,1,2%
672,ES,Data Management Manager,Urban,1,2%
673,ES,Database Administration Associate,Urban,7,12%
674,ES,Data Entry Machine Operator,Rural,2,4%
675,ES,Data Entry Machine Operator,Urban,1,2%
676,ES,Geographic Information Systems Data Manager (GIS Data Manager),Rural,3,5%
677,ES,Geographic Information Systems Data Manager (GIS Data Manager),Urban,7,12%
678,ES,Database Technician,Urban,1,2%
679,ES,Database Design Analyst,Urban,4,7%
680,ES,LiDAR Data Analyst,Urban,2,4%
681,ES,Database Specialist,Rural,1,2%
682,ES,Database Specialist,Urban,4,7%
683,ES,Health Data Analyst,Urban,2,4%
684,ES,Clinical Data Management Manager (CDM Manager),Rural,1,2%
685,ES,Clinical Data Management Manager (CDM Manager),Urban,2,4%
686,ES,Databases Software Consultant,Urban,7,12%
687,ES,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,2,4%
688,ES,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,5,9%
689,ES,Data Management Information Technology Specialist,Urban,5,9%
690,ES,Data Officer,Urban,2,4%
691,ES,Data Typist,Urban,1,2%
692,ES,Data Warehouse Architect,Rural,1,2%
693,ES,Data Warehouse Architect,Urban,8,14%
694,ES,Data Warehouse Specialist,Rural,2,4%
695,ES,Data Warehouse Specialist,Urban,7,12%
696,ES,Medical Data Analyst,Urban,1,2%
697,ES,Database Coordinator,Rural,3,5%
698,ES,Database Coordinator,Urban,9,16%
699,ES,Data Systems Manager,Rural,1,2%
700,ES,Data Systems Manager,Urban,10,18%
701,ES,Data Warehouse Developer,Urban,2,4%
702,ES,Automatic Data Processing Planner,Rural,1,2%
703,ES,Automatic Data Processing Planner,Urban,8,14%
704,ES,Data Processing Consultant,Rural,1,2%
705,ES,Data Processing Consultant,Urban,5,9%
706,ES,Data Communications Software Consultant,Rural,1,2%
707,ES,Data Communications Software Consultant,Urban,9,16%
708,ES,Data Scientist,Urban,7,12%
709,ES,Data Operations Director,Urban,4,7%
710,ES,Data Processing Clerk,Rural,1,2%
711,ES,Data Processing Clerk,Urban,2,4%
712,ES,Electronic Data Processing Auditor (EDP Auditor),Urban,6,11%
713,ES,Internet Database Specialist,Rural,2,4%
714,ES,Internet Database Specialist,Urban,1,2%
715,ES,Data Entry Representative,Urban,1,2%
716,ES,Data Security Analyst,Rural,2,4%
717,ES,Data Security Analyst,Urban,8,14%
718,ES,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,2%
719,ES,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,8,14%
720,ES,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,5,9%
721,ES,Automatic Data Processing Planner (ADP Planner),Urban,11,19%
722,ES,Database Manager,Rural,1,2%
723,ES,Database Manager,Urban,8,14%
724,ES,Data Compiler,Rural,1,2%
725,ES,Data Compiler,Urban,3,5%
726,ES,Data Processing Manager,Urban,8,14%
727,ES,Micro Computer Data Processor,Rural,1,2%
728,ES,Micro Computer Data Processor,Urban,2,4%
729,ES,Database Development Project Manager,Rural,1,2%
730,ES,Database Development Project Manager,Urban,1,2%
731,ES,Data Processing Supervisor,Urban,2,4%
732,ES,Analytical Data Miner,Urban,1,2%
733,ES,Data Processing Systems Project Planner,Rural,1,2%
734,ES,Data Processing Systems Project Planner,Urban,7,12%
735,ES,Data Technician,Urban,2,4%
736,ES,Data Modeler,Urban,1,2%
737,ES,Business Database Analyst,Urban,2,4%
738,ES,Data Entry Operator,Urban,1,2%
739,ES,Datastage Developer,Urban,1,2%
740,ES,Database Architect,Rural,1,2%
741,ES,Database Architect,Urban,7,12%
742,ES,Data Examination Clerk,Urban,1,2%
743,ES,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,2%
744,ES,Data Processing Auditor,Rural,1,2%
745,ES,Data Processing Auditor,Urban,3,5%
746,ES,Data Communications Analyst,Urban,5,9%
747,ES,Scientific Database Curator,Urban,2,4%
748,ES,Oracle Database Administrator (Oracle DBA),Urban,7,12%
749,ES,Data Warehousing Manager,Urban,5,9%
750,ES,Data Sciences Director,Rural,1,2%
751,ES,Data Sciences Director,Urban,4,7%
752,ES,Clinical Data Abstractor,Urban,1,2%
753,ES,Data Architect,Rural,1,2%
754,ES,Data Architect,Urban,7,12%
755,ES,Data Control Clerk Supervisor,Urban,1,2%
756,ES,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,2%
757,ES,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,7,12%
758,ES,SQL Database Administrator,Rural,3,5%
759,ES,SQL Database Administrator,Urban,5,9%
760,ES,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,2,4%
761,ES,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,9,16%
762,ES,Director of Data Operations,Urban,8,14%
763,ES,Data Miner,Rural,2,4%
764,ES,Data Miner,Urban,3,5%
765,ES,Database Consultant,Urban,3,5%
766,ES,Database Security Expert,Rural,2,4%
767,ES,Database Security Expert,Urban,6,11%
768,ES,Data Processing Systems Analyst,Rural,1,2%
769,ES,Data Processing Systems Analyst,Urban,9,16%
770,ES,Data Analyst,Urban,1,2%
771,ES,Databases Computer Consultant,Rural,1,2%
772,ES,Databases Computer Consultant,Urban,4,7%
773,ES,Data Security Administrator,Rural,2,4%
774,ES,Data Security Administrator,Urban,9,16%
775,ES,Voice and Data Technician,Urban,2,4%
776,ES,Reference Data Expert,Rural,1,2%
777,ES,Reference Data Expert,Urban,1,2%
778,ES,Database Developer,Urban,1,2%
779,ES,Clinical Data Manager,Urban,2,4%
780,ES,Data Entry Associate,Rural,1,2%
781,ES,Field Traffic Data Technician,Urban,1,2%
782,ES,Computer or Data Processing Systems Consultant,Rural,1,2%
783,ES,Computer or Data Processing Systems Consultant,Urban,8,14%
784,ES,Data Transcriber,Urban,2,4%
785,FI,Data Reduction Technician,Urban,2,4%
786,FI,Data Coordinator,Urban,3,5%
787,FI,Database Marketing Analyst,Urban,3,5%
788,FI,Naval Tactical Data System--Combat Information Center Officer,Urban,1,2%
789,FI,Database Tester,Urban,2,4%
790,FI,Data Administrator,Urban,1,2%
791,FI,Data Storage Specialist,Rural,1,2%
792,FI,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,2%
793,FI,Database Administration Manager,Urban,3,5%
794,FI,Data Modeling Specialist,Urban,2,4%
795,FI,Database Software Technician,Urban,2,4%
796,FI,Data Warehousing Engineer,Urban,1,2%
797,FI,Data Warehousing Specialist,Rural,1,2%
798,FI,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,3,5%
799,FI,Database Development and Administration Project Manager,Urban,1,2%
800,FI,Field Artillery Automated Tactical Data System Specialist,Rural,1,2%
801,FI,Data Collection Technician,Urban,1,2%
802,FI,Data Analysis Assistant,Urban,1,2%
803,FI,Data Processing Mechanic,Urban,1,2%
804,FI,Database Administration Associate,Urban,1,2%
805,FI,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,2%
806,FI,Database Specialist,Urban,1,2%
807,FI,Clinical Data Management Manager (CDM Manager),Urban,1,2%
808,FI,Databases Software Consultant,Urban,1,2%
809,FI,Data Management Information Technology Specialist,Urban,1,2%
810,FI,Data Officer,Rural,1,2%
811,FI,Data Officer,Urban,2,4%
812,FI,Database Coordinator,Urban,1,2%
813,FI,Data Warehouse Developer,Urban,1,2%
814,FI,Data Processing Consultant,Urban,1,2%
815,FI,Data Scientist,Rural,1,2%
816,FI,Data Operations Director,Urban,1,2%
817,FI,Electronic Data Processing Auditor (EDP Auditor),Urban,2,4%
818,FI,Internet Database Specialist,Rural,1,2%
819,FI,Data Entry Representative,Urban,1,2%
820,FI,Data Security Analyst,Urban,1,2%
821,FI,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,2%
822,FI,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,2%
823,FI,Automatic Data Processing Planner (ADP Planner),Urban,1,2%
824,FI,Database Manager,Urban,1,2%
825,FI,Data Processing Manager,Urban,1,2%
826,FI,Database Development Project Manager,Urban,1,2%
827,FI,Datastage Developer,Urban,1,2%
828,FI,Data Processing Auditor,Urban,2,4%
829,FI,Data Communications Analyst,Urban,1,2%
830,FI,Oracle Database Administrator (Oracle DBA),Urban,2,4%
831,FI,Data Warehousing Manager,Rural,1,2%
832,FI,Data Manager,Urban,1,2%
833,FI,Data Architect,Rural,1,2%
834,FI,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,2%
835,FI,Director of Data Operations,Urban,2,4%
836,FI,Database Consultant,Urban,1,2%
837,FI,Data Processing Systems Analyst,Rural,1,2%
838,FI,Databases Computer Consultant,Rural,1,2%
839,FI,Databases Computer Consultant,Urban,1,2%
840,FI,Computer or Data Processing Systems Consultant,Rural,1,2%
841,FI,Computer or Data Processing Systems Consultant,Urban,1,2%
842,FI,Data Transcriber,Urban,1,2%
843,FR,Data Reduction Technician,Urban,1,2%
844,FR,Database Analyst,Rural,1,2%
845,FR,Database Analyst,Urban,2,4%
846,FR,Marketing Database Analyst,Rural,1,2%
847,FR,Data Coordinator,Rural,6,11%
848,FR,Data Coordinator,Urban,6,11%
849,FR,Data Communications Technician,Rural,3,5%
850,FR,Data Communications Technician,Urban,1,2%
851,FR,Database Marketing Analyst,Rural,4,7%
852,FR,Database Marketing Analyst,Urban,8,14%
853,FR,Data Entry Clerk,Rural,1,2%
854,FR,Data Entry Clerk,Urban,3,5%
855,FR,Naval Tactical Data System--Combat Information Center Officer,Rural,1,2%
856,FR,Naval Tactical Data System--Combat Information Center Officer,Urban,1,2%
857,FR,Database Administration Project Manager,Rural,1,2%
858,FR,Database Security Administrator,Rural,6,11%
859,FR,Database Security Administrator,Urban,2,4%
860,FR,Database Tester,Rural,4,7%
861,FR,Database Tester,Urban,7,12%
862,FR,Clinical Data Specialist,Urban,1,2%
863,FR,Clinical Data Management Associate Director,Rural,1,2%
864,FR,Clinical Data Management Associate Director,Urban,1,2%
865,FR,Electronic Data Interchange System Developer (EDI System Developer),Rural,5,9%
866,FR,Electronic Data Interchange System Developer (EDI System Developer),Urban,4,7%
867,FR,Data Administrator,Rural,3,5%
868,FR,Data Administrator,Urban,3,5%
869,FR,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,2%
870,FR,Database Engineer,Rural,2,4%
871,FR,Database Engineer,Urban,7,12%
872,FR,Data Storage Specialist,Rural,3,5%
873,FR,Data Storage Specialist,Urban,6,11%
874,FR,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,2%
875,FR,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,2%
876,FR,Database Administration Manager,Urban,2,4%
877,FR,Data Management Associate,Rural,7,12%
878,FR,Data Management Associate,Urban,7,12%
879,FR,Data Modeling Specialist,Rural,2,4%
880,FR,Data Modeling Specialist,Urban,12,21%
881,FR,Maintenance Data Analyst,Rural,1,2%
882,FR,Maintenance Data Analyst,Urban,1,2%
883,FR,Data Entry Specialist,Rural,1,2%
884,FR,Data Entry Specialist,Urban,1,2%
885,FR,Database Software Technician,Rural,5,9%
886,FR,Database Software Technician,Urban,8,14%
887,FR,Crime Data Specialist,Urban,1,2%
888,FR,Data Collector,Urban,1,2%
889,FR,Head of Information Systems and Data Processing,Rural,1,2%
890,FR,Head of Information Systems and Data Processing,Urban,11,19%
891,FR,Data Entry Supervisor,Urban,1,2%
892,FR,Clinical Data Coordinator,Rural,1,2%
893,FR,Clinical Data Coordinator,Urban,1,2%
894,FR,Data Warehousing Engineer,Rural,1,2%
895,FR,Data Warehousing Engineer,Urban,5,9%
896,FR,Data Warehousing Specialist,Rural,5,9%
897,FR,Data Warehousing Specialist,Urban,2,4%
898,FR,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,3,5%
899,FR,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,6,11%
900,FR,Database Development and Administration Project Manager,Rural,4,7%
901,FR,Database Development and Administration Project Manager,Urban,6,11%
902,FR,Data Warehouse Analyst,Rural,3,5%
903,FR,Data Warehouse Analyst,Urban,7,12%
904,FR,Data Input Clerk,Urban,1,2%
905,FR,Database Management System Specialist (DBMS Specialist),Rural,2,4%
906,FR,Database Management System Specialist (DBMS Specialist),Urban,2,4%
907,FR,Data Recovery Planner,Urban,2,4%
908,FR,Data Collection Technician,Rural,1,2%
909,FR,Data Collection Technician,Urban,2,4%
910,FR,Database Modeler,Rural,5,9%
911,FR,Database Modeler,Urban,8,14%
912,FR,Survey Data Technician,Rural,1,2%
913,FR,Data Coder Operator,Urban,2,4%
914,FR,Data Base Design Analyst,Rural,3,5%
915,FR,Data Base Design Analyst,Urban,7,12%
916,FR,Flight Test Data Acquisition Technician,Rural,1,2%
917,FR,Clinical Data Associate,Urban,2,4%
918,FR,Data Capture Specialist,Urban,1,2%
919,FR,Database Designer,Rural,4,7%
920,FR,Database Designer,Urban,4,7%
921,FR,Data Management Manager,Urban,1,2%
922,FR,Database Administration Associate,Rural,5,9%
923,FR,Database Administration Associate,Urban,5,9%
924,FR,Data Entry Machine Operator,Rural,1,2%
925,FR,Data Entry Machine Operator,Urban,1,2%
926,FR,Geographic Information Systems Data Manager (GIS Data Manager),Rural,2,4%
927,FR,Geographic Information Systems Data Manager (GIS Data Manager),Urban,4,7%
928,FR,Database Design Analyst,Rural,2,4%
929,FR,Database Design Analyst,Urban,6,11%
930,FR,Database Specialist,Rural,3,5%
931,FR,Database Specialist,Urban,5,9%
932,FR,Clinical Data Management Manager (CDM Manager),Rural,2,4%
933,FR,Clinical Data Management Manager (CDM Manager),Urban,2,4%
934,FR,Databases Software Consultant,Rural,2,4%
935,FR,Databases Software Consultant,Urban,4,7%
936,FR,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,5,9%
937,FR,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,6,11%
938,FR,Data Management Information Technology Specialist,Rural,2,4%
939,FR,Data Management Information Technology Specialist,Urban,2,4%
940,FR,Data Officer,Rural,5,9%
941,FR,Data Officer,Urban,10,18%
942,FR,Data Typist,Urban,1,2%
943,FR,Data Warehouse Architect,Rural,3,5%
944,FR,Data Warehouse Architect,Urban,6,11%
945,FR,Data Warehouse Specialist,Rural,2,4%
946,FR,Data Warehouse Specialist,Urban,9,16%
947,FR,Data Control Assistant,Urban,1,2%
948,FR,Medical Data Analyst,Rural,2,4%
949,FR,Clinical Trials Data Coordinator,Urban,3,5%
950,FR,Database Coordinator,Rural,7,12%
951,FR,Database Coordinator,Urban,8,14%
952,FR,Data Systems Manager,Rural,4,7%
953,FR,Data Systems Manager,Urban,2,4%
954,FR,Data Warehouse Developer,Rural,3,5%
955,FR,Data Warehouse Developer,Urban,2,4%
956,FR,Automatic Data Processing Planner,Rural,5,9%
957,FR,Automatic Data Processing Planner,Urban,8,14%
958,FR,Data Processing Consultant,Urban,5,9%
959,FR,Data Communications Software Consultant,Rural,2,4%
960,FR,Data Communications Software Consultant,Urban,7,12%
961,FR,Data Scientist,Rural,2,4%
962,FR,Data Scientist,Urban,5,9%
963,FR,Data Operations Director,Rural,3,5%
964,FR,Data Operations Director,Urban,3,5%
965,FR,Electronic Data Processing Auditor (EDP Auditor),Rural,1,2%
966,FR,Electronic Data Processing Auditor (EDP Auditor),Urban,6,11%
967,FR,Internet Database Specialist,Rural,3,5%
968,FR,Internet Database Specialist,Urban,7,12%
969,FR,Data Entry Representative,Rural,1,2%
970,FR,Data Entry Representative,Urban,3,5%
971,FR,Data Security Analyst,Urban,7,12%
972,FR,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,4,7%
973,FR,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,8,14%
974,FR,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,2,4%
975,FR,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,4,7%
976,FR,Automatic Data Processing Planner (ADP Planner),Rural,2,4%
977,FR,Automatic Data Processing Planner (ADP Planner),Urban,7,12%
978,FR,Database Manager,Rural,2,4%
979,FR,Database Manager,Urban,8,14%
980,FR,Database Programmer,Rural,1,2%
981,FR,Database Programmer,Urban,2,4%
982,FR,Data Processing Manager,Rural,2,4%
983,FR,Data Processing Manager,Urban,7,12%
984,FR,Micro Computer Data Processor,Rural,1,2%
985,FR,Database Development Project Manager,Urban,1,2%
986,FR,Data Specialist,Rural,1,2%
987,FR,Analytical Data Miner,Urban,2,4%
988,FR,Data Processing Systems Project Planner,Rural,2,4%
989,FR,Data Processing Systems Project Planner,Urban,5,9%
990,FR,Data Technician,Rural,1,2%
991,FR,Data Modeler,Urban,2,4%
992,FR,Business Database Analyst,Rural,2,4%
993,FR,Business Database Analyst,Urban,1,2%
994,FR,Datastage Developer,Urban,1,2%
995,FR,Database Architect,Rural,4,7%
996,FR,Database Architect,Urban,7,12%
997,FR,SCADA Operator (Supervisory Control and Data Acquisition Operator),Rural,1,2%
998,FR,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,2,4%
999,FR,Data Processing Auditor,Rural,3,5%
1000,FR,Data Processing Auditor,Urban,4,7%
1001,FR,Data Communications Analyst,Rural,2,4%
1002,FR,Data Communications Analyst,Urban,7,12%
1003,FR,Scientific Database Curator,Urban,2,4%
1004,FR,Oracle Database Administrator (Oracle DBA),Rural,3,5%
1005,FR,Oracle Database Administrator (Oracle DBA),Urban,9,16%
1006,FR,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,2%
1007,FR,Data Warehousing Manager,Rural,3,5%
1008,FR,Data Warehousing Manager,Urban,6,11%
1009,FR,Data Sciences Director,Urban,1,2%
1010,FR,Data Manager,Rural,1,2%
1011,FR,Data Architect,Rural,6,11%
1012,FR,Data Architect,Urban,7,12%
1013,FR,Data Control Clerk Supervisor,Urban,1,2%
1014,FR,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,4,7%
1015,FR,SQL Database Administrator,Rural,2,4%
1016,FR,SQL Database Administrator,Urban,1,2%
1017,FR,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,4,7%
1018,FR,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,7,12%
1019,FR,Customer Data Technician,Urban,1,2%
1020,FR,Director of Data Operations,Rural,5,9%
1021,FR,Director of Data Operations,Urban,11,19%
1022,FR,Data Miner,Rural,6,11%
1023,FR,Data Miner,Urban,6,11%
1024,FR,Database Consultant,Rural,4,7%
1025,FR,Database Consultant,Urban,10,18%
1026,FR,Database Security Expert,Rural,3,5%
1027,FR,Database Security Expert,Urban,4,7%
1028,FR,Data Processing Systems Analyst,Rural,4,7%
1029,FR,Data Processing Systems Analyst,Urban,6,11%
1030,FR,Databases Computer Consultant,Rural,2,4%
1031,FR,Databases Computer Consultant,Urban,5,9%
1032,FR,Data Security Administrator,Rural,3,5%
1033,FR,Data Security Administrator,Urban,9,16%
1034,FR,Clinical Data Analyst,Urban,2,4%
1035,FR,Voice and Data Technician,Urban,1,2%
1036,FR,Reference Data Expert,Rural,1,2%
1037,FR,Database Developer,Urban,1,2%
1038,FR,Clinical Data Manager,Urban,2,4%
1039,FR,Log Data Technician,Rural,3,5%
1040,FR,Log Data Technician,Urban,1,2%
1041,FR,Field Traffic Data Technician,Rural,1,2%
1042,FR,Field Traffic Data Technician,Urban,1,2%
1043,FR,Computer or Data Processing Systems Consultant,Rural,6,11%
1044,FR,Computer or Data Processing Systems Consultant,Urban,8,14%
1045,FR,Data Transcriber,Rural,1,2%
1046,FR,Data Transcriber,Urban,2,4%
1047,GB,Data Reduction Technician,Rural,1,2%
1048,GB,Database Analyst,Urban,2,4%
1049,GB,Data Keyer,Rural,1,2%
1050,GB,Marketing Database Analyst,Rural,2,4%
1051,GB,Marketing Database Analyst,Urban,1,2%
1052,GB,Data Coordinator,Rural,6,11%
1053,GB,Data Coordinator,Urban,3,5%
1054,GB,Data Conversion Operator,Urban,1,2%
1055,GB,Database Marketing Analyst,Rural,4,7%
1056,GB,Database Marketing Analyst,Urban,1,2%
1057,GB,Data Entry Clerk,Urban,1,2%
1058,GB,Naval Tactical Data System--Combat Information Center Officer,Rural,2,4%
1059,GB,Naval Tactical Data System--Combat Information Center Officer,Urban,2,4%
1060,GB,Database Administration Project Manager,Rural,2,4%
1061,GB,Database Administration Project Manager,Urban,1,2%
1062,GB,Database Security Administrator,Rural,2,4%
1063,GB,Database Security Administrator,Urban,4,7%
1064,GB,Database Administrator (DBA),Urban,1,2%
1065,GB,Flight Data Technician,Rural,1,2%
