Country,Job Title,Rural,Quantity,Percentage
France,Automatic Data Processing Planner,Urban,8,0.08%
France,Automatic Data Processing Planner (ADP Planner),Rural,2,0.02%
France,Automatic Data Processing Planner (ADP Planner),Urban,7,0.07%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,5,0.05%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,6,0.06%
France,Business Database Analyst,Rural,2,0.02%
France,Business Database Analyst,Urban,1,0.01%
France,Clinical Data Analyst,Urban,2,0.02%
France,Clinical Data Associate,Urban,2,0.02%
France,Clinical Data Coordinator,Rural,1,0.01%
France,Clinical Data Coordinator,Urban,1,0.01%
France,Clinical Data Management Associate Director,Rural,1,0.01%
France,Clinical Data Management Associate Director,Urban,1,0.01%
France,Clinical Data Management Manager (CDM Manager),Rural,2,0.02%
France,Clinical Data Management Manager (CDM Manager),Urban,2,0.02%
France,Clinical Data Manager,Urban,2,0.02%
France,Clinical Data Specialist,Urban,1,0.01%
France,Clinical Trials Data Coordinator,Urban,3,0.03%
France,Computer or Data Processing Systems Consultant,Rural,6,0.06%
France,Computer or Data Processing Systems Consultant,Urban,8,0.08%
France,Crime Data Specialist,Urban,1,0.01%
France,Customer Data Technician,Urban,1,0.01%
France,Data Administrator,Rural,3,0.03%
France,Data Administrator,Urban,3,0.03%
France,Data Architect,Rural,6,0.06%
France,Data Architect,Urban,7,0.07%
France,Data Base Design Analyst,Rural,3,0.03%
France,Data Base Design Analyst,Urban,7,0.07%
France,Data Capture Specialist,Urban,1,0.01%
France,Data Coder Operator,Urban,2,0.02%
France,Data Collection Technician,Rural,1,0.01%
France,Data Collection Technician,Urban,2,0.02%
France,Data Collector,Urban,1,0.01%
France,Data Communications Analyst,Rural,2,0.02%
France,Data Communications Analyst,Urban,7,0.07%
France,Data Communications Software Consultant,Rural,2,0.02%
France,Data Communications Software Consultant,Urban,7,0.07%
France,Data Communications Technician,Rural,3,0.03%
France,Data Communications Technician,Urban,1,0.01%
France,Data Control Assistant,Urban,1,0.01%
France,Data Control Clerk Supervisor,Urban,1,0.01%
France,Data Coordinator,Rural,6,0.06%
France,Data Coordinator,Urban,6,0.06%
France,Data Entry Clerk,Rural,1,0.01%
France,Data Entry Clerk,Urban,3,0.03%
France,Data Entry Machine Operator,Rural,1,0.01%
France,Data Entry Machine Operator,Urban,1,0.01%
France,Data Entry Representative,Rural,1,0.01%
France,Data Entry Representative,Urban,3,0.03%
France,Data Entry Specialist,Rural,1,0.01%
France,Data Entry Specialist,Urban,1,0.01%
France,Data Entry Supervisor,Urban,1,0.01%
France,Data Input Clerk,Urban,1,0.01%
France,Data Management Associate,Rural,7,0.07%
France,Data Management Associate,Urban,7,0.07%
France,Data Management Information Technology Specialist,Rural,2,0.02%
France,Data Management Information Technology Specialist,Urban,2,0.02%
France,Data Management Manager,Urban,1,0.01%
France,Data Manager,Rural,1,0.01%
France,Data Miner,Rural,6,0.06%
France,Data Miner,Urban,6,0.06%
France,Data Modeler,Urban,2,0.02%
France,Data Modeling Specialist,Rural,2,0.02%
France,Data Modeling Specialist,Urban,12,0.12%
France,Data Officer,Rural,5,0.05%
France,Data Officer,Urban,10,0.1%
France,Data Operations Director,Rural,3,0.03%
France,Data Operations Director,Urban,3,0.03%
France,Data Processing Auditor,Rural,3,0.03%
France,Data Processing Auditor,Urban,4,0.04%
France,Data Processing Consultant,Urban,5,0.05%
France,Data Processing Manager,Rural,2,0.02%
France,Data Processing Manager,Urban,7,0.07%
France,Data Processing Systems Analyst,Rural,4,0.04%
France,Data Processing Systems Analyst,Urban,6,0.06%
France,Data Processing Systems Project Planner,Rural,2,0.02%
France,Data Processing Systems Project Planner,Urban,5,0.05%
France,Data Recovery Planner,Urban,2,0.02%
France,Data Reduction Technician,Urban,1,0.01%
France,Data Sciences Director,Urban,1,0.01%
France,Data Scientist,Rural,2,0.02%
France,Data Scientist,Urban,5,0.05%
France,Data Security Administrator,Rural,3,0.03%
France,Data Security Administrator,Urban,9,0.09%
France,Data Security Analyst,Urban,7,0.07%
France,Data Specialist,Rural,1,0.01%
France,Data Storage Specialist,Rural,3,0.03%
France,Data Storage Specialist,Urban,6,0.06%
France,Data Systems Manager,Rural,4,0.04%
France,Data Systems Manager,Urban,2,0.02%
France,Data Technician,Rural,1,0.01%
France,Data Transcriber,Rural,1,0.01%
France,Data Transcriber,Urban,2,0.02%
France,Data Typist,Urban,1,0.01%
France,Data Warehouse Analyst,Rural,3,0.03%
France,Data Warehouse Analyst,Urban,7,0.07%
France,Data Warehouse Architect,Rural,3,0.03%
France,Data Warehouse Architect,Urban,6,0.06%
France,Data Warehouse Developer,Rural,3,0.03%
France,Data Warehouse Developer,Urban,2,0.02%
France,Data Warehouse Specialist,Rural,2,0.02%
France,Data Warehouse Specialist,Urban,9,0.09%
France,Data Warehousing Engineer,Rural,1,0.01%
France,Data Warehousing Engineer,Urban,5,0.05%
France,Data Warehousing Manager,Rural,3,0.03%
France,Data Warehousing Manager,Urban,6,0.06%
France,Data Warehousing Specialist,Rural,5,0.05%
France,Data Warehousing Specialist,Urban,2,0.02%
France,Database Administration Associate,Rural,5,0.05%
France,Database Administration Associate,Urban,5,0.05%
France,Database Administration Manager,Urban,2,0.02%
France,Database Administration Project Manager,Rural,1,0.01%
France,Database Analyst,Rural,1,0.01%
France,Database Analyst,Urban,2,0.02%
France,Database Architect,Rural,4,0.04%
France,Database Architect,Urban,7,0.07%
France,Database Consultant,Rural,4,0.04%
France,Database Consultant,Urban,10,0.1%
France,Database Coordinator,Rural,7,0.07%
France,Database Coordinator,Urban,8,0.08%
France,Database Design Analyst,Rural,2,0.02%
France,Database Design Analyst,Urban,6,0.06%
France,Database Designer,Rural,4,0.04%
France,Database Designer,Urban,4,0.04%
France,Database Developer,Urban,1,0.01%
France,Database Development Project Manager,Urban,1,0.01%
France,Database Development and Administration Project Manager,Rural,4,0.04%
France,Database Development and Administration Project Manager,Urban,6,0.06%
France,Database Engineer,Rural,2,0.02%
France,Database Engineer,Urban,7,0.07%
France,Database Management System Specialist (DBMS Specialist),Rural,2,0.02%
France,Database Management System Specialist (DBMS Specialist),Urban,2,0.02%
France,Database Manager,Rural,2,0.02%
France,Database Manager,Urban,8,0.08%
France,Database Marketing Analyst,Rural,4,0.04%
France,Database Marketing Analyst,Urban,8,0.08%
France,Database Modeler,Rural,5,0.05%
France,Database Modeler,Urban,8,0.08%
France,Database Programmer,Rural,1,0.01%
France,Database Programmer,Urban,2,0.02%
France,Database Security Administrator,Rural,6,0.06%
France,Database Security Administrator,Urban,2,0.02%
France,Database Security Expert,Rural,3,0.03%
France,Database Security Expert,Urban,4,0.04%
France,Database Software Technician,Rural,5,0.05%
France,Database Software Technician,Urban,8,0.08%
France,Database Specialist,Rural,3,0.03%
France,Database Specialist,Urban,5,0.05%
France,Database Tester,Rural,4,0.04%
France,Database Tester,Urban,7,0.07%
France,Databases Computer Consultant,Rural,2,0.02%
France,Databases Computer Consultant,Urban,5,0.05%
France,Databases Software Consultant,Rural,2,0.02%
France,Databases Software Consultant,Urban,4,0.04%
France,Datastage Developer,Urban,1,0.01%
France,Director of Data Operations,Rural,5,0.05%
France,Director of Data Operations,Urban,11,0.11%
France,Electronic Data Interchange System Developer (EDI System Developer),Rural,5,0.05%
France,Electronic Data Interchange System Developer (EDI System Developer),Urban,4,0.04%
France,Electronic Data Processing Auditor (EDP Auditor),Rural,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),Urban,6,0.06%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,2,0.02%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,4,0.04%
France,Field Traffic Data Technician,Rural,1,0.01%
France,Field Traffic Data Technician,Urban,1,0.01%
France,Flight Test Data Acquisition Technician,Rural,1,0.01%
France,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,4,0.04%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,8,0.08%
France,Geographic Information Systems Data Manager (GIS Data Manager),Rural,2,0.02%
France,Geographic Information Systems Data Manager (GIS Data Manager),Urban,4,0.04%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,3,0.03%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,6,0.06%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,4,0.04%
France,Head of Information Systems and Data Processing,Rural,1,0.01%
France,Head of Information Systems and Data Processing,Urban,11,0.11%
France,Internet Database Specialist,Rural,3,0.03%
France,Internet Database Specialist,Urban,7,0.07%
France,Log Data Technician,Rural,3,0.03%
France,Log Data Technician,Urban,1,0.01%
France,Maintenance Data Analyst,Rural,1,0.01%
France,Maintenance Data Analyst,Urban,1,0.01%
France,Marketing Database Analyst,Rural,1,0.01%
France,Medical Data Analyst,Rural,2,0.02%
France,Micro Computer Data Processor,Rural,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,Rural,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.01%
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,0.01%
France,Oracle Database Administrator (Oracle DBA),Rural,3,0.03%
France,Oracle Database Administrator (Oracle DBA),Urban,9,0.09%
France,Reference Data Expert,Rural,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Rural,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,2,0.02%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.01%
France,SQL Database Administrator,Rural,2,0.02%
France,SQL Database Administrator,Urban,1,0.01%
France,Scientific Database Curator,Urban,2,0.02%
France,Survey Data Technician,Rural,1,0.01%
France,Unemployed,Rural,193,2.0%
France,Unemployed,Urban,342,3.54%
France,Voice and Data Technician,Urban,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,6,0.06%
Germany,Automatic Data Processing Planner,Rural,4,0.04%
Germany,Automatic Data Processing Planner,Urban,5,0.05%
Germany,Automatic Data Processing Planner (ADP Planner),Rural,6,0.06%
Germany,Automatic Data Processing Planner (ADP Planner),Urban,7,0.07%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,6,0.06%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,3,0.03%
Germany,Business Database Analyst,Urban,1,0.01%
Germany,Clinical Data Abstractor,Rural,1,0.01%
Germany,Clinical Data Abstractor,Urban,3,0.03%
Germany,Clinical Data Analyst,Rural,1,0.01%
Germany,Clinical Data Analyst,Urban,1,0.01%
Germany,Clinical Data Associate,Urban,1,0.01%
Germany,Clinical Data Coordinator,Rural,2,0.02%
Germany,Clinical Data Coordinator,Urban,1,0.01%
Germany,Clinical Data Management Associate Director,Rural,1,0.01%
Germany,Clinical Data Management Associate Director,Urban,2,0.02%
Germany,Clinical Data Management Manager (CDM Manager),Urban,1,0.01%
Germany,Clinical Data Manager,Rural,1,0.01%
Germany,Clinical Trials Data Coordinator,Urban,1,0.01%
Germany,Computer or Data Processing Systems Consultant,Rural,5,0.05%
Germany,Computer or Data Processing Systems Consultant,Urban,7,0.07%
Germany,Crime Data Specialist,Rural,1,0.01%
Germany,Customer Data Technician,Rural,1,0.01%
Germany,Customer Data Technician,Urban,1,0.01%
Germany,Data Abstractor,Rural,1,0.01%
Germany,Data Abstractor,Urban,1,0.01%
Germany,Data Administrator,Rural,6,0.06%
Germany,Data Administrator,Urban,7,0.07%
Germany,Data Architect,Rural,5,0.05%
Germany,Data Architect,Urban,8,0.08%
Germany,Data Base Design Analyst,Rural,4,0.04%
Germany,Data Base Design Analyst,Urban,6,0.06%
Germany,Data Center Manager,Rural,1,0.01%
Germany,Data Center Manager,Urban,1,0.01%
Germany,Data Center Operator,Rural,1,0.01%
Germany,Data Center Operator,Urban,4,0.04%
Germany,Data Coder Operator,Rural,1,0.01%
Germany,Data Collection Technician,Urban,3,0.03%
Germany,Data Communications Analyst,Rural,8,0.08%
Germany,Data Communications Analyst,Urban,5,0.05%
Germany,Data Communications Software Consultant,Rural,4,0.04%
Germany,Data Communications Software Consultant,Urban,6,0.06%
Germany,Data Compiler,Rural,2,0.02%
Germany,Data Control Clerk Supervisor,Rural,1,0.01%
Germany,Data Conversion Operator,Rural,2,0.02%
Germany,Data Conversion Operator,Urban,1,0.01%
Germany,Data Coordinator,Rural,4,0.04%
Germany,Data Coordinator,Urban,7,0.07%
Germany,Data Entry Machine Operator,Urban,1,0.01%
Germany,Data Entry Representative,Urban,2,0.02%
Germany,Data Entry Supervisor,Urban,2,0.02%
Germany,Data Entry Technician,Rural,1,0.01%
Germany,Data Entry Technician,Urban,2,0.02%
Germany,Data Input Clerk,Rural,1,0.01%
Germany,Data Input Clerk,Urban,1,0.01%
Germany,Data Keyer,Urban,2,0.02%
Germany,Data Management Associate,Rural,2,0.02%
Germany,Data Management Associate,Urban,3,0.03%
Germany,Data Management Information Technology Specialist,Rural,3,0.03%
Germany,Data Management Information Technology Specialist,Urban,8,0.08%
Germany,Data Management Manager,Rural,1,0.01%
Germany,Data Manager,Rural,1,0.01%
Germany,Data Miner,Rural,7,0.07%
Germany,Data Miner,Urban,1,0.01%
Germany,Data Modeler,Rural,1,0.01%
Germany,Data Modeling Specialist,Rural,5,0.05%
Germany,Data Modeling Specialist,Urban,7,0.07%
Germany,Data Officer,Rural,5,0.05%
Germany,Data Officer,Urban,13,0.13%
Germany,Data Operations Director,Rural,3,0.03%
Germany,Data Processing Auditor,Rural,3,0.03%
Germany,Data Processing Auditor,Urban,2,0.02%
Germany,Data Processing Auxiliary Equipment Operator,Urban,2,0.02%
Germany,Data Processing Clerk,Rural,1,0.01%
Germany,Data Processing Consultant,Rural,2,0.02%
Germany,Data Processing Consultant,Urban,8,0.08%
Germany,Data Processing Control Clerk,Urban,1,0.01%
Germany,Data Processing Equipment Repairer,Urban,1,0.01%
Germany,Data Processing Manager,Rural,6,0.06%
Germany,Data Processing Manager,Urban,5,0.05%
Germany,Data Processing Services Sales Representative,Rural,1,0.01%
Germany,Data Processing Services Sales Representative,Urban,3,0.03%
Germany,Data Processing Supervisor,Rural,1,0.01%
Germany,Data Processing Systems Analyst,Rural,4,0.04%
Germany,Data Processing Systems Analyst,Urban,4,0.04%
Germany,Data Processing Systems Project Planner,Rural,6,0.06%
Germany,Data Processing Systems Project Planner,Urban,4,0.04%
Germany,Data Processor,Rural,2,0.02%
Germany,Data Processor,Urban,1,0.01%
Germany,Data Recovery Planner,Urban,1,0.01%
Germany,Data Reduction Technician,Rural,1,0.01%
Germany,Data Reduction Technician,Urban,1,0.01%
Germany,Data Sciences Director,Rural,1,0.01%
Germany,Data Sciences Director,Urban,1,0.01%
Germany,Data Scientist,Rural,6,0.06%
Germany,Data Scientist,Urban,2,0.02%
Germany,Data Security Administrator,Rural,5,0.05%
Germany,Data Security Administrator,Urban,7,0.07%
Germany,Data Security Analyst,Rural,2,0.02%
Germany,Data Security Analyst,Urban,7,0.07%
Germany,Data Specialist,Rural,1,0.01%
Germany,Data Specialist,Urban,1,0.01%
Germany,Data Storage Specialist,Rural,7,0.07%
Germany,Data Storage Specialist,Urban,9,0.09%
Germany,Data Systems Manager,Rural,5,0.05%
Germany,Data Systems Manager,Urban,5,0.05%
Germany,Data Technician,Urban,1,0.01%
Germany,Data Transcriber,Rural,3,0.03%
Germany,Data Typist,Urban,2,0.02%
Germany,Data Warehouse Analyst,Rural,2,0.02%
Germany,Data Warehouse Analyst,Urban,7,0.07%
Germany,Data Warehouse Architect,Rural,4,0.04%
Germany,Data Warehouse Architect,Urban,8,0.08%
Germany,Data Warehouse Developer,Rural,7,0.07%
Germany,Data Warehouse Developer,Urban,8,0.08%
Germany,Data Warehouse Specialist,Rural,2,0.02%
Germany,Data Warehouse Specialist,Urban,10,0.1%
Germany,Data Warehousing Engineer,Rural,4,0.04%
Germany,Data Warehousing Engineer,Urban,3,0.03%
Germany,Data Warehousing Manager,Rural,3,0.03%
Germany,Data Warehousing Manager,Urban,5,0.05%
Germany,Data Warehousing Specialist,Rural,4,0.04%
Germany,Data Warehousing Specialist,Urban,7,0.07%
Germany,Database Administration Associate,Rural,3,0.03%
Germany,Database Administration Associate,Urban,6,0.06%
Germany,Database Administration Manager,Rural,8,0.08%
Germany,Database Administration Manager,Urban,6,0.06%
Germany,Database Administration Project Manager,Rural,1,0.01%
Germany,Database Administration Project Manager,Urban,2,0.02%
Germany,Database Administrator (DBA),Rural,4,0.04%
Germany,Database Analyst,Rural,2,0.02%
Germany,Database Analyst,Urban,4,0.04%
Germany,Database Architect,Rural,4,0.04%
Germany,Database Architect,Urban,5,0.05%
Germany,Database Consultant,Rural,1,0.01%
Germany,Database Consultant,Urban,12,0.12%
Germany,Database Coordinator,Rural,2,0.02%
Germany,Database Coordinator,Urban,7,0.07%
Germany,Database Design Analyst,Urban,4,0.04%
Germany,Database Designer,Rural,2,0.02%
Germany,Database Designer,Urban,3,0.03%
Germany,Database Developer,Urban,2,0.02%
Germany,Database Development Project Manager,Urban,1,0.01%
Germany,Database Development and Administration Project Manager,Rural,7,0.07%
Germany,Database Development and Administration Project Manager,Urban,5,0.05%
Germany,Database Engineer,Rural,5,0.05%
Germany,Database Engineer,Urban,8,0.08%
Germany,Database Management System Specialist (DBMS Specialist),Rural,4,0.04%
Germany,Database Management System Specialist (DBMS Specialist),Urban,11,0.11%
Germany,Database Manager,Rural,4,0.04%
Germany,Database Manager,Urban,7,0.07%
Germany,Database Marketing Analyst,Rural,4,0.04%
Germany,Database Marketing Analyst,Urban,4,0.04%
Germany,Database Modeler,Rural,2,0.02%
Germany,Database Modeler,Urban,9,0.09%
Germany,Database Programmer,Urban,1,0.01%
Germany,Database Security Administrator,Rural,3,0.03%
Germany,Database Security Administrator,Urban,2,0.02%
Germany,Database Security Expert,Rural,4,0.04%
Germany,Database Security Expert,Urban,3,0.03%
Germany,Database Software Technician,Rural,3,0.03%
Germany,Database Software Technician,Urban,8,0.08%
Germany,Database Specialist,Rural,5,0.05%
Germany,Database Specialist,Urban,6,0.06%
Germany,Database Tester,Rural,4,0.04%
Germany,Database Tester,Urban,3,0.03%
Germany,Databases Computer Consultant,Rural,3,0.03%
Germany,Databases Computer Consultant,Urban,5,0.05%
Germany,Databases Software Consultant,Rural,4,0.04%
Germany,Databases Software Consultant,Urban,2,0.02%
Germany,Datastage Developer,Rural,1,0.01%
Germany,Datastage Developer,Urban,2,0.02%
Germany,Director of Data Operations,Rural,3,0.03%
Germany,Director of Data Operations,Urban,4,0.04%
Germany,Electronic Data Interchange System Developer (EDI System Developer),Rural,8,0.08%
Germany,Electronic Data Interchange System Developer (EDI System Developer),Urban,5,0.05%
Germany,Electronic Data Processing Auditor (EDP Auditor),Rural,1,0.01%
Germany,Electronic Data Processing Auditor (EDP Auditor),Urban,8,0.08%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,1,0.01%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,10,0.1%
Germany,Field Artillery Automated Tactical Data System Specialist,Urban,1,0.01%
Germany,Field Traffic Data Technician,Urban,2,0.02%
Germany,Flight Data Technician,Rural,2,0.02%
Germany,Flight Data Technician,Urban,2,0.02%
Germany,Flight Test Data Acquisition Technician,Rural,1,0.01%
Germany,Flight Test Data Acquisition Technician,Urban,1,0.01%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),Rural,1,0.01%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),Urban,3,0.03%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,4,0.04%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,6,0.06%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),Rural,2,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),Urban,8,0.08%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,5,0.05%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,10,0.1%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,3,0.03%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,8,0.08%
Germany,Head of Information Systems and Data Processing,Rural,3,0.03%
Germany,Head of Information Systems and Data Processing,Urban,9,0.09%
Germany,Health Data Analyst,Urban,1,0.01%
Germany,Internet Database Specialist,Rural,2,0.02%
Germany,Internet Database Specialist,Urban,9,0.09%
Germany,LiDAR Data Analyst,Urban,1,0.01%
Germany,Log Data Technician,Urban,3,0.03%
Germany,Maintenance Data Analyst,Rural,1,0.01%
Germany,Marketing Database Analyst,Rural,1,0.01%
Germany,Marketing Database Analyst,Urban,2,0.02%
Germany,Medical Data Analyst,Rural,1,0.01%
Germany,Medical Data Analyst,Urban,1,0.01%
Germany,Micro Computer Data Processor,Rural,1,0.01%
Germany,Micro Computer Data Processor,Urban,1,0.01%
Germany,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.01%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,3,0.03%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),Rural,9,0.09%
Germany,Oracle Database Administrator (Oracle DBA),Urban,9,0.09%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),Rural,2,0.02%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),Urban,1,0.01%
Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,0.01%
Germany,SQL Database Administrator,Urban,5,0.05%
Germany,Survey Data Technician,Rural,1,0.01%
Germany,Unemployed,Rural,243,2.52%
Germany,Unemployed,Urban,366,3.79%
Germany,Voice and Data Technician,Rural,2,0.02%
Germany,Voice and Data Technician,Urban,2,0.02%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,1,0.01%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,2,0.02%
Greece,Automatic Data Processing Planner,Urban,1,0.01%
Greece,Automatic Data Processing Planner (ADP Planner),Urban,3,0.03%
Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,3,0.03%
Greece,Clinical Data Abstractor,Urban,2,0.02%
Greece,Clinical Data Associate,Urban,1,0.01%
Greece,Clinical Data Management Manager (CDM Manager),Urban,2,0.02%
Greece,Computer or Data Processing Systems Consultant,Urban,1,0.01%
Greece,Customer Data Technician,Urban,1,0.01%
Greece,Data Abstractor,Urban,2,0.02%
Greece,Data Administrator,Urban,2,0.02%
Greece,Data Architect,Rural,1,0.01%
Greece,Data Architect,Urban,2,0.02%
Greece,Data Base Design Analyst,Urban,1,0.01%
Greece,Data Communications Analyst,Urban,1,0.01%
Greece,Data Communications Software Consultant,Urban,3,0.03%
Greece,Data Communications Technician,Urban,1,0.01%
Greece,Data Coordinator,Urban,1,0.01%
Greece,Data Entry Clerk,Urban,1,0.01%
Greece,Data Entry Technician,Rural,1,0.01%
Greece,Data Examination Clerk,Rural,1,0.01%
Greece,Data Keyer,Urban,1,0.01%
Greece,Data Management Information Technology Specialist,Urban,3,0.03%
Greece,Data Miner,Urban,3,0.03%
Greece,Data Modeling Specialist,Urban,3,0.03%
Greece,Data Officer,Urban,3,0.03%
Greece,Data Processing Consultant,Urban,2,0.02%
Greece,Data Processing Manager,Urban,1,0.01%
Greece,Data Processing Systems Analyst,Urban,1,0.01%
Greece,Data Processing Systems Project Planner,Urban,1,0.01%
Greece,Data Processor,Urban,1,0.01%
Greece,Data Scientist,Rural,1,0.01%
Greece,Data Scientist,Urban,1,0.01%
Greece,Data Security Administrator,Urban,2,0.02%
Greece,Data Security Analyst,Urban,2,0.02%
Greece,Data Storage Specialist,Urban,1,0.01%
Greece,Data Systems Manager,Urban,1,0.01%
Greece,Data Warehouse Analyst,Urban,2,0.02%
Greece,Data Warehouse Architect,Urban,1,0.01%
Greece,Data Warehouse Developer,Urban,2,0.02%
Greece,Data Warehouse Specialist,Urban,2,0.02%
Greece,Data Warehousing Engineer,Urban,3,0.03%
Greece,Data Warehousing Specialist,Rural,1,0.01%
Greece,Data Warehousing Specialist,Urban,2,0.02%
Greece,Database Administration Associate,Rural,1,0.01%
Greece,Database Administration Associate,Urban,1,0.01%
Greece,Database Administration Manager,Urban,2,0.02%
Greece,Database Administration Project Manager,Urban,1,0.01%
Greece,Database Architect,Urban,1,0.01%
Greece,Database Consultant,Urban,2,0.02%
Greece,Database Coordinator,Urban,4,0.04%
Greece,Database Design Analyst,Urban,1,0.01%
Greece,Database Designer,Urban,2,0.02%
Greece,Database Engineer,Urban,2,0.02%
Greece,Database Management System Specialist (DBMS Specialist),Urban,1,0.01%
Greece,Database Manager,Rural,1,0.01%
Greece,Database Manager,Urban,1,0.01%
Greece,Database Marketing Analyst,Urban,1,0.01%
Greece,Database Modeler,Urban,2,0.02%
Greece,Database Programmer,Urban,1,0.01%
Greece,Database Security Expert,Urban,2,0.02%
Greece,Database Software Technician,Urban,1,0.01%
Greece,Database Specialist,Urban,2,0.02%
Greece,Database Tester,Urban,2,0.02%
Greece,Databases Computer Consultant,Urban,2,0.02%
Greece,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,0.01%
Greece,Electronic Data Processing Auditor (EDP Auditor),Urban,1,0.01%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Rural,1,0.01%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.01%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,0.01%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,2,0.02%
Greece,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.01%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),Rural,1,0.01%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.01%
Greece,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.01%
Greece,Internet Database Specialist,Rural,1,0.01%
Greece,Internet Database Specialist,Urban,2,0.02%
Greece,Log Data Technician,Urban,1,0.01%
Greece,Micro Computer Data Processor,Urban,2,0.02%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,1,0.01%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,3,0.03%
Greece,Oracle Database Administrator (Oracle DBA),Urban,2,0.02%
Greece,SCADA Technician (Supervisory Control and Data Acquisition Technician),Rural,1,0.01%
Greece,SQL Database Administrator,Urban,3,0.03%
Greece,Unemployed,Rural,15,0.16%
Greece,Unemployed,Urban,75,0.78%
Greece,Weight in Motion Field Data Collection Technician,Rural,1,0.01%
Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,0.01%
Hungary,Automatic Data Processing Planner,Urban,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),Urban,4,0.04%
Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,1,0.01%
Hungary,Customer Data Technician,Urban,1,0.01%
Hungary,Data Acquisition Technician,Rural,1,0.01%
Hungary,Data Administrator,Rural,1,0.01%
Hungary,Data Administrator,Urban,3,0.03%
Hungary,Data Analysis Assistant,Urban,1,0.01%
Hungary,Data Architect,Urban,2,0.02%
Hungary,Data Base Design Analyst,Urban,2,0.02%
Hungary,Data Capture Clerk,Urban,1,0.01%
Hungary,Data Capture Specialist,Urban,1,0.01%
